"ESSAY";"ARGUMENT";"TEXT";"ANNOTATION"
"121";"2";"Moreover, if we let them do anything they can to just make a profit, they will produce products with low qualities and high prices, therefore they might hit consumer's life. For instance, a few months ago it was broadcast from TV that a company which produced baby milk, sold milk which did not have quality and it caused a few babies die.";"Sufficiency"
"122";"1";"Firstly, I think that the new high school will bring a lots of opportunities for student concerned in education. Their old high school is pretty old and need in new educational materials, repairing of the place for sport activities. Also the laboratory of physics and chemistry was in bad condition, so the students can't study well during the classes. They will study with new breath and great enthusiasm in new school. ";""
"122";"2";"Secondly, the new high school will be a place for new connections between the student of different communities and districts of the city. After classes students and not only the students will get together in building of high school, participate in different competitions. For instance during the football match the students of different high schools will come and after the competition they will keep in touch. This will increase the social connections of the students. The only disadvantage is the noisiness of the competitions. The people living in the neighborhood will be a bit perturbed, but I think this isn't a important reason for ceasing the competitions. ";"Sufficiency"
"123";"1";"In the first place, there is no doubt that parents and other adult relatives are more experienced towards children, therefore they are the best advisor for their children. They have experienced a large numbers of stuffs during their life, so if children listen to their advices they can prevent happening worst things. Also, they can save value things in their life such as time and money, and enjoy they life with the best way.";""
"123";"2";"Moreover, I have always believed that parents and adults relatives are the best friends and consular for the teenagers, because unfortunately nowadays there are some individuals who cheat the others for gaining more power and money. They cheat young ages because they believe they are immature and they can trap them easily.";""
"124";"1";"In the first place, children are free whatever they want to do, they are not restricted and their limitation are really rare. Because they are in the age of growth and they are allowed whatever they want to do to experience new stuffs. Therefore there is no argument and punishment for them.";""
"124";"2";"In addition, in this age they are not expected to be responsible. Also, they do not have to educate and they do not have to work, so they have a lot of time in their hand to enjoy this stage of their life. As a matter of fact, I made a large number of friends in this age, and I almost traveled to all cities of my county when I was in kindergarten. Also I got familiar with different kind of animals and plants in this age.";"Sufficiency"
"125";"1";"First of all, for most people, university is an ideal place for them to develop their understanding. Truthfully, in this wonderful academic environment, everyone is provided with varieties and gigantic number of information by a lot of professors and well-trained teachers. Thus, people are able to strengthen their knowledge. Moreover, through the instructions of teachers, the sufficient infrastructure such as laboratory, library, students is capable of doing research on every academic aspect. Therefore, they can gain a deep sight into what are they studying.";""
"125";"2";"Secondly, studying in university means that you have totally turned into a different page of your life, which included many new experiences. The number of individual who enroll in university are enormous, more than any school one person have studied. Thus, students are given such fantastic chance to create new and wide relationships with a lot of people from any corner of one nation, even from the whole world. For instance, my brother are studying in an international university with a mixed community include Vietnam, Brazil, Argentina, etc. And he told me that he is very excited for experiencing such new environment, which is one of his main purposes when attending university. ";"Sufficiency"
"125";"3";"Last but not least, preparing for career is an essential function of university. Students not only do homework, assignment and attend class but also need to participate in volunteer work, internship and part time job. Thus, they can have some experiences in the outside world and discover what their life goals are. After all, they know where and what to put high emphasis on in order to achieve their objectives.";""
"126";"1";"We can not deny that being a friend with someone is different from only being acquaintant. First, it's not easy to make friend with anyone. I believe friends are people who have great compatibility with each other. After two years in college I have found sometimes there is more differences between people than similarities, for we are growing in the different families and was educated in various ways. Sometimes acquaintances are just acquaintances. We spend time together but we could never be friend. So, it's much easier to have some casual acquaintances than have some close friends.";"Sufficiency"
"126";"2";"Second, close friends can easily understand each others feelings. Because of the similarity I talked before, acquaintances probably not able to understand you better than your friends. Moreover, they wouldn't even spare time to consider your feelings. Everyone play the role of acquaintance and friend at the same time. Being friendly is a good way to treat a acquaintance but way not enough for a friend. When my friend is sick, I would not only ask if he is okay like an acquaintance but do my best to make him get well as soon as possible. If my friend is going to the wrong direction in his life trail, I will try my best to pull him back, but not stand and stare like it's not of my business. And I believe my friend will do the same to me. In conclusion, a friend is a person you care about. ";""
"127";"1";"The first reason is life is simple in the past. Nowadays, all humans compete together. Since world population getting higher, competition is getting fierce. If you are not able to handle your jobs, then someone will replace you right away. People need to put much more effort to keep their living condition. Therefore, lives in the old days is easier than today.";""
"127";"2";"Second, the environment today is serious damaged. Looking out the windows, what I see isn't sky, trees or mountains, but is coldly high buildings. Everyday, I walk on hard roads, breath in polluted air, and live in a limited space. What's worse, it has been proved that living in this kind of condition will result in some mental diseases. Thus, the environment our grandparents live is more comfortable than today.";"Sufficiency"
"127";"3";"The third reason is that the pace of life. Today, we are able to read the news all over the world, to chat with people through the Internet, or to travel around the world by planes; however, it also means that any thing happens in the world will affect our life. If we cannot react properly and immediately, then we will be in a vulnerable situation. We have no choice but have to live in a fast pace.";""
"128";"1";"First of all, as I mentioned above students should have a right to choose what they want to study. Not allowing students their desired subjects to be chosen is a restriction of human rights. As children of independent country we should know our rights and opportunities we have in order to achieve our goals and dreams.";""
"128";"2";"Next, students should choose their classes to have progress in their studies and grades. Also, we can avoid conflicts among students and teachers which can be enjoyable and productive for both instructor and students. For example, when I was taking art class everyone shared the same interests and it was easy to understand each other. Giving chance students to choose their interested fields of study is merit.";"Sufficiency"
"128";"3";"Lastly, the most important reason I support this idea is he or she can explore in an area she/he has an aptitude. When schools can give such kind of opportunity the students are likely do their best and succeed in their future lives which is one of the point most people get education. Furthermore, this type of opportunities can raise future geniuses.";""
"129";"1";"The first and foremost reason lies in the inevitable fact that we need to save time for accomplishing some important tasks, and a fitting example of which can be found in my experience of missing exam. I just failed to participate in the university entrance exam because I thought I had enough time for eating breakfast and transporting to the testing place; while I was stocked in a traffic jam and then missed the first test. Therefore, we can start to agree that we have to be eager in our lives. ";"Sufficiency"
"129";"2";"Apart from the one I have mentioned above, another equally important aspect is keeping in high pace condition can prevent me from getting lazy. If I can avoid being a sluggish person, I can have a higher probability of fulfilling my dream successfully. For instance, I had spent more time on practicing playing piano so that I won a piano competition, defeating those spending less time on practicing. Hence, from this case we are capable of stating that keeping our pace higher is important. ";"Sufficiency"
"129";"3";"Admittedly, on the other hand, there might be some people proclaiming that with a slower pace can enjoy their lives more because it is not necessary for them to notice the time control or acquire the fame of succeed. However, from my limited understanding, I just doubt the credibility of that saying. I do not think that those people with slower pace losing the piano competition can be really happy. In contrast, it is really joyful for me that I can immerse in the joy of the victory and accomplishment. ";""
"130";"1";"The most obvious merit is that tourism can vastly boost economic development in a particular state or region. This takes place, not only through direct expenditure from tourists, but also because it provides direct and indirect jobs to the community, including retail, agriculture, and in the service industry. The increasing tax and the expansion of local markets for accommodation, luxury goods amongst others are also a result of a solid, well-regulated tourism programs. Furthermore, tourism provides a considerable number of direct and indirect jobs to the community, including retail, hotels, transport, agriculture, and in the service industry. This increase of job opportunities allows more people to make significant contribution to society through the purchasing of commodities by their growing incomes. As a result, this gives energy to the economic cycle, generating local economic prosperity in return.";""
"130";"2";"Some people may oppose these, citing the environmental and cultural destruction caused by tourism. In fact, compared to the tourism industry, other alternatives, like resource extraction and manufacture, are far worse destroyers. For instance, paper mills pour hundreds and thousands of tons of contamination into rivers, causing severe water pollution. On the other hand, the dramatic majority of tourist, particularly those who tend to spending a wealth of time and money locating and visiting rustic villages, are well educated. It is illogical to believe that these rational folks will not conduct themselves decently if required to do so.";"Sufficiency"
"131";"1";"First of all, there is no doubt that governments are liable for providing societies with appropriate public services and adequate facilities in an efficient way. Admittedly, no one should suffer from any sort of deficiency in field of health, education, transportation and communication. However, these could only help individuals with their physical requirements. There is also a burden on the government to highly concern about the people mental health initiatives which would be unconsciously or sensibly provided by the arts.";""
"131";"2";"On top of this, the arts play a pivotal role in all-round development of a society. No developed country could be named that music, painting, literature and other fields of arts are out of its government consideration. Enriching people's life and enlightening their thoughts, the arts basically affect the enhancement of societies in many positive ways.";""
"131";"3";"Furthermore, investing in art could bring employment opportunities and could end in return of capital occasionally. The investment could be paid back through the values of the created works of art which as a matter of fact should be considered as national possessions. ";""
"132";"1";"A full time job with a steady income was enough for a potential employee to support himself and his family. But with the recent recession, almost all the countries all over the world are seeing significant economic downfall. This overwhelming crisis is prompting delayering and reduction of workers. As a result, people are focusing on doing several jobs or gaining further qualification to secure their economic condition.";""
"132";"2";"Moreover, the arrival of technology has also been playing a major role promoting further unemployment. The official term of it is named ""Technological Unemployment"". North American economists have published reports after scrutinizing the recent American economic situation that, technology is eliminating more jobs than creating one. For example, robots, automation and softwares are taking over manual human workers professions such as clerks, interpreters, security services, retails and specially in manufacturing companies. Thus many people's jobs are now at high stake. The best way to ensure a flexible earning is getting more jobs. Last but not least, corporational policy to to pay less to inferiors is another reason that drives labours to work on different sectors.";""
"133";"1";"I would argue that this modern device has been a major hindrance to some people. A study conducted by Mediabank shows that majority of Australian adults do not socialize with their families and friends as much as they used to, due to the fact that they spend almost nine hours a day dealing with computers as to produce efficient time in working. As it can be seen from the example, the idea that computers could be a help has been neglected.";"Sufficiency"
"133";"2";"However, using computer can make people easier to complete their work. Businessmen, for example, use computer device to presentation or communication with their colleagues. Communication by feature-computer such as email and internet help busy businessmen to make deal with relation even in different country. This is due to using computer more efficient and, many workers cannot do more in work without computer.";"Sufficiency"
"134";"1";"Firstly, some people suggest that qualification should be the foremost measurement to determine the value of a employer. It is of importance that workers should be well educated and trained to perform duties of their job. Specifically, people who work in professional fields such as medicals are required to have a university degree and years of experience. Social skills seem to be less important as they cannot contribute to the success of a surgery. ";"Sufficiency"
"134";"2";"On the other hand, it is no doubt that the importance of social skills have been recognized by increasing number of employers. It is because people nowadays are required to work as a team in their jobs frequently. Interpersonal skill plays an essential role in helping colleagues to cooperate with each other, especially when conflicts arise. Better social skills allow them to resolve disagreements in a much more harmony way. Besides, organization have been transformed to customers oriented. Excellent social skills can help employees maintain strong relationship with their clients which thus lead to a better customer satisfaction.";""
"135";"1";"International aid is critical because people from other countries may be facing much more serious problems. Many people, for example in some African countries, are living below the basic standards. They lack food, water or clothes which keep them warm, not to mention the education needs. What is worse, people who live in countries that are confronted with wars or natural disasters are facing even more severe issues such as security, homelessness or the pain of losing best friends or family members. It is clear that those people are in desperate need of international support.";"Sufficiency"
"135";"2";"Despite the importance of helping those beyond our national borders, it is reasonable to lend a hand to our fellow citizens. After all, charity organisations are mainly funded by the home country thus there is a high demand that the money should be spent in the place where it is collected. Another reason is that, even within the most developed countries, there are still poor people who lack their basic needs. By solving the problems in the home country, it is beneficial for social stability and steady economic growth.";""
"136";"1";"It is undeniable that the widespread of alternative sources of knowledge has played an important role in students' acquisition of knowledge. Computers can be programmed to provide an endless numbers of questions in diverse range of fields, and as the students answer these questions, the facts has been learned and reinforced. A case in point is the reading and listening parts of TOEFL iBT exams, as candidates have to answer many questions in a limited period of time. Moreover, when students have some academic problems, they can post those to some websites and receive correct answers from unknown people in faraway places without any costs. Besides, in the past, conducting a research require long hours of searching in library shelves, now all can be done at a click of a button. Thus, technologies are vital in students' learning.";"Sufficiency"
"136";"2";"On the other hand, schools and university are places in which students gather to be educated and learn from each others as well as formal educators. At schools, students' development has been orchestrated stage by stage, step by step by experienced teachers, and their acquisition of knowledge is guided and backed up in a systematic way. Therefore, formal education approaches are also indispensable. ";""
"137";"1";"As a matter of fact, world sport events provide positive waves for number of people. The main purpose of such competitions is to enjoy and share emotions between supporters though their favorite team. These emotions are shared locally in our village or city, nationally in our own country but even internationally too. Obviously these events gather people and their nationalist pride feeling is increased. For example, the football world cup taking place every four years is a very followed event during which everyone is having fun.";"Sufficiency"
"137";"2";"Moreover, these sports events are not essential in other issues such as politics or other international affairs. Thus, if the general atmosphere during the show is peaceful and fraternal, the reality is different. In other words, this is the ""calm before the storm"". After the Olympics games are finished, everything came back to normal and all the game competition is forgotten by the majority. To picture it, recently, Putin was pleased to open the last winter Olympic games and gather international countries, but actually it has been just facade and Putin didn't listen international warning after he conquered the Crimea.";"Sufficiency"
"138";"1";"To begin with, studying at home save the pupils enormous time and considerable expense. Students who use distance-learning programs can cut down their commuting time, tuition fees, textbook fees and so forth just by an internet connection. This especially makes a significant difference for the children who live in the far-off countryside and the children whose families are living below the poverty-line.";""
"138";"2";"Besides that, long-distance education provides students the opportunity to access the immense knowledge resources and a variety of teaching approaches. Pupils can obtain materials for their curricula just by one mouse click, such as science reports, study posts, documentary records, etc. A student can even select a specific online course based on his own preference and time schedule so he can control the learning progress and make satisfactory achievement on this course.";""
"138";"3";"It is undeniable that traditional education has its advantages in face-to-face communication, mental inspiration and physical educations. These make remarkable contributions in providing immediate feedbacks and cultivating pupils' personalities. But with the improvements in streaming and sensor technologies, remote education can eliminate the obstacles of distance and body contacts.";""
"139";"1";"Animal protectionists may base their argument on the ground that biodiversity is essential to maintain the balance of ecosystem. If certain species are absent from this system, such kind of balance is likely to be disrupted and other species, including human beings, will come under threat. Therefore, it is our responsibility to keep as many species on the Earth as possible.";""
"139";"2";"However, I think species extinction is quite natural according to the theory of evolution. The environment on the Earth has been transformed many times since the first species came into being. A great number of plants and animals died out because they were unable to fit into the new environment. On most occasions, the process of extinction of some species is irrevocable and we can do nothing about it.";""
"139";"3";"Furthermore, human beings nowadays are still faced with many urgent problems such as starvation, disease and wars. When these problems are taken into account, extinction of some animals recedes greatly in importance and it is not sensible to devote our limited resources to animals that have been past help. We should put our own survival and sustainment in order first before considering the conservation of other species.";""
"140";"1";"To begin with, judging student's skills and abilities should only be based on their academic qualifications and talents rather than gender in particular. Nowadays, both male and female students are equally competitive to each other and deserve to produce impressive results in various field of education. In India, for example, female students are more often likely to grab more number of top scorer positions in every year higher secondary school examinations. ";"Sufficiency"
"140";"2";"Furthermore, female students are highly interested in learning courses such as mechanical engineering which demands physical activities in their lab workshops, unlike previous generation females. In addition, due to increasing exposure on current affairs and knowledge on cutting-edge technological developments, female graduates are more willing to take huge responsibilities in their workplace, despite its intensive stress and pressure. For example, Chanda Kochhar, who is the CEO of India's second largest bank called ICICI bank and prominently awarded as the country's most powerful female head in business sector. ";"Sufficiency"
"141";"1";"The first and foremost reason lies in the inevitable fact that communicating in person can be more convincing. Sometimes, face-to face communication can lead us to convince or complain someone successfully, and a fitting example can be found from my uncle. He once complained a service of a restaurant. Without exaggeration, he directly went to the boss and told the boss that something wrong occurred on the meal--a fly concealed in it. Afterward, my uncle acquired a new service thanks to face-to face communication. If he just wrote something to complain on the website or by telephone, I do not think this problem would be thought important. Therefore, we can commence to agree that communicating with someone in person is the best way. ";"Sufficiency"
"141";"2";"Apart from the one I have mentioned above, another equally crucible aspect is that it is easy to be deceived without face-to face communication. For instance, I had received some harmful words on facebook from my best friend, Eric. He said that I was totally failed in building a good friendship and he did not want to be one of my friends anymore. I just shocked and did not know what happened. Finally, I realized that his facebook account was stolen. Hence, from this case, we are capable of stating that it is important to talk to people face-to-face. ";"Sufficiency"
"141";"3";"Admittedly, on the other hand, there might be some dissidents proclaiming that communication by letters, email, or telephone can enable them to talk without scruple, which is also one of the most important parts in communication. However, from my limited understanding, I just doubt the credibility of that saying. It is conceivable that before we talk, it is necessary for us to be imprudent about our words. Talking without scruple is not the indispensable part in communication; in contrast, it is usually detrimental to us. ";""
"142";"1";"The main advantage of high-tech medical care is that people are better taken care so that they have a good health. They can contribute effectively to the development of the economy because healthy workers can create more productivity. In other words, they do not have to spend more time in health checking or treatment so this saves an amount of time as well as cost.";""
"142";"2";"In addition, a community with the elderly who have a good health has a major role to play in a sustainable development of a society. In facts, young people will be happy as their parents, grandparents are healthy. It can be said that the improvement of medical care makes a better life for all people.";""
"142";"3";"On the other hand, some people maintain that the increase in life expectancy puts a high pressure on the economic system because more pension have to spend for Medicare instead of investing in other sectors of the economic system. Although it is real in some aspects, I believe that the capital that spend on taking care the elderly is contributed by these people during their working time, so they are worth to have good care. They have given their effort to the society so that young people, the governments have a responsibility to improve the Medicare system.";""
"143";"1";"The first and foremost reason lies in an inevitable fact that to be successful, we all try to reduce the risk we might encounter. The lower the factors making us fail we have, the higher probability to success we own. Consider a circumstance in which one person is rich because he knows a lot of knowledge of investment. He can focus on certain companies which he thinks is worth it to invest, and then just waits for the not so high but constant income. He does not have to invest some dangerous companies to get higher profit which might lead him to bankrupt in a short time. Therefore, we can commence to agree that successful people do not have to try new things or take risks.";"Sufficiency"
"143";"2";"Moreover, another equally crucial aspect is that it depends on the capability of one to decide whether he can succeed or not. At least, a successful person should be able to dismantle the hurdles prohibiting him to success. For instance, the sports stars do not have to take some drugs to win a game or show their extraordinary skills. The same reason why they succeed is that they all have the predominated abilities in sports realm. In contrast, those athletes try to have distinctive performance by taking risks of taking drugs are failed to succeed. Hence, from this case, we are capable of stating that it is not necessary for successful people to take risks.";"Sufficiency"
"143";"3";"Admittedly, on the other hands, there might be some dissidents proclaiming that doing something new is necessary for people to success because they can become different from others, which is also a widely accepted idea for success. However, according to my limited understanding, I just doubt the credibility of that saying owing to its imprudence. Try something new can indeed make people become special, while it does not mean successful. ";""
"144";"1";"First, focusing only on talented students is a better option because it helps academic institutions maintain their high education quality. Unlike middle school or high school, university and college require far a lot of ability and skills to keep up with an enormous amount of complex knowledge. In fact, some students may be capable in high schools, but the pressure of higher education is tough even for talented ones. That explains why it is only suitable for a limited people, and opening up for everyone will be fatal for institutions, since they need to somehow lower the materials so that it is practical for everyone.";""
"144";"2";"Secondly, university should only accept good students because it gives better human resources for sophisticated purposes. Some people argue that this may lead to 'social division', when someone with high education refuses to do the called 'low jobs', but actually it gives no harm to the whole community. Those standard jobs will always be available for everyone, while complex ones should be only handled by the best people, who start their career from the best institutions. I think limiting the number of people who can be admitted by universities is a good choice since it will reward the motivation of students and constantly keep them in the difficult level of learning, which makes them do the best to improve themselves. Ultimately, this improves the overall quality of education and gives the best people to serve in the most necessary needs of the society.";""
"145";"1";"The first and foremost reason lies in an inevitable fact that the more advanced facilities we have, the more chances we can increase our knowledge. For example, library is a good place for students to study or research. They can concentrate on the subjects with a tranquil ambience; also, there are a lot of references for students to utilize. With this convenient and versatile facility, students can improve their learning condition. Therefore, we can commence to agree that certain facilities are beneficial to students. ";"Sufficiency"
"145";"2";"Moreover, another equally crucial aspect is that students are not always staying in classrooms. They have numerous activities in school. Consider a circumstance in which a student who is a member of jazz ensemble in their school. He must need a better auditorium for him to have an extraordinary performance. With this distinguished performance, the student would acquire an unforgettable and valuable experience burring deeply in his mind. Hence, from this case, we are capable of stating that students would prefer school to spending on improving facilities.";"Sufficiency"
"145";"3";"Admittedly, on the other hand, there might be some people proclaiming that schools should spend money on hiring prestigious teachers because they can impart their students well. However, according to my limited understanding, I just doubt the credibility of that saying owing to its imprudence. A student is good or not do not depend on whether he has a good teacher but is decided by his effort on study. It is useless to hire a super famous teacher to teach those who behaviors as sluggards. ";""
"146";"1";"To begin with, students have to find one or more fields of study in which they are really interested. They should not decide their future major without trying a broad range of subjects, otherwise they might miss valuable encounter with the subject. For instance, a would-be mathematician student may be strongly intrigued by philosophy and make a success in the field.";"Sufficiency"
"146";"2";"Next, students should obtain knowledge from a variety of academic fields. General education plays a significant role in specialized education. Science today, for example, is said to be more and more specialized, but in order to solve a problem scientists have to combine knowledge from chemistry to physics. In addition, although textbooks used in higher education are labelled particular subjects, in fact they require basic understanding of other subjects. For instance, you sometimes need knowledge about physics to read a text on chemistry. Therefore, high school students should learn broadly and prepare future learning at university.";"Sufficiency"
"146";"3";"Last but not least, students have tendency to shun difficulties. They might avoid tough courses, but instead attend mainly Mickey Mouse courses and enjoy themselves too much. This might result in limited choices in the future. Therefore, schools should be responsible for their future and protect them.";""
"147";"1";"The first reason is that games become unnecessary for people when their careers begin. Someone may argue that games help adults relax and become more balanced in life. But, more often, the pressure of work and family commitment force them to abandon their lifelong hobbies, and as a result, they cannot spend enough time and effort to their favorite games as they did in 15 or 20 years ago. For example, in my country, except for a minor part of professional athletes, the majority of people stop playing games seriously as soon as they find a decent job. They often feel that such games become more troublesome than enjoyable for their daily lives.";"Sufficiency"
"147";"2";"Another reason should be mentioned is that adults often do not pursue games as a competitive activity, while children are always keen on competition and winning. For youngsters, maintaining their desire to win often develops many outstanding characteristics whether they participate sport events or not. For example, my younger sister likes fencing, and thanks to her desire to win, she never gives up when facing a difficult situation, or even becoming hurt. On the other hand, adults often consider such behaviors as childish and drop them immediately. In fact, a competitive person usually finds it difficult to cooperate with friends and colleagues. Because of that, they no longer play games for any moderate achievements, and gradually lose their interest in such activities.";"Sufficiency"
"148";"1";"Firstly, most of the countries have the same educational system based on technology. Teachers give topics to the students who should research on the internet to find data, and then students should type their research by using computer and even give a presentation by using PowerPoint. For example, students who are studying in Iran use the same software, Microsoft, to type their homework or have presentation compared to Canadian students.";"Sufficiency"
"148";"2";"Secondly, new technology has created some similar jobs all around the world. Computer technology is a growing job in most of the countries, and students are being encouraged to study in this field. For example, many immigrants in Canada who have the degree in computer technology fields can easily go to Canadian universities and find jobs with good salaries. This example shows that jobs that are related to technology are in demand in most of the countries.";"Sufficiency"
"148";"3";"Some people might argue that there are some cultures such as making foods which are unicq in each culture, and technology cannot affect them. This point has some merits on the surface; however, many countries such as Canada, the USA, and British have many restaurants which serve many foods form different countries and cultures. In fact, cooks can find many new food recipes easily on the Internet. For example, two days ago, I went to a Canadian restaurant, and I ate noodle, sushi, which are Chinese foods, and Greek salad.";"Sufficiency"
"149";"1";"First of all, more and more people have the opportunity to receive education from university. Since our parents receive better education than our grandparents did, they can provide more advices and helps in our career. In the past, seldom people have the chance to attend a collage. For example, my grandparents did not get a education even in high school, so when my father had difficulty in solving a problem in his childhood, he had to go to his teacher for help. Things have changed a lot. I grow up in a better condition than my father did. Whenever I have problems, I can always ask my parents for help. They can solve the problem quickly because they have learned quite a lot. ";"Sufficiency"
"149";"2";"What is more, family members can help us in many other aspects. For example, when I did not know what major to choose when I attend university, my father told a lot about different majors. He shared his own experience with me, which helped me quite a lot. Parents are quite experienced than their child, they can guide them toward the right direction. Besides, parents can told their children as many as they can. What they want is help their child to make a progress.";"Sufficiency"
"150";"1";"Firstly, fiction books pay more attention to details. In fact, we can know characters, places, and times of a novel very well during reading it. Most of the novels describe not only main characters but also other people in the novels, where each scene is happening. For example, after I read animal farms which is a story of Russian revolution, I could understand the leaders and different segments of the Russian people. However, a movie just gives us a very small review of its stories and characters.";"Sufficiency"
"150";"2";"Secondly, reading a novel is more convenient. Some novels have around 100 pages and readers cannot finish them in just one hour. Yet these people can continue to read their novels wherever they find free time such as in bus or trains. For example, I have started to read a novel since last week. I do not have enough time to read a novel in one day, so I usually read it when I am coming home from English class. In contrast, I cannot watch a complete movie because I can just sit in front of TV for 15 minutes and after that, I have to study.";"Sufficiency"
"150";"3";"Some people might argue that people enjoy watching TV when they know they can learn many things such as learning a language by watching movies. This point has some merits on the surface; however, movies are not a good idea to learn a language for beginners since characters in movies speak very fast and unclear for language learners. For these learners it is better to start by reading some novels which are more comprehensible and enjoyable.";""
"151";"1";"A world with fewer languages helps us interact with each other in a better way. Due to globalization, many people are traveling for professional trips. So, communicating in single language will reduce the problems of travelers in daily activities like ordering food in a restaurant or in going around places. Furthermore, students who migrate for better education would not have to go through lot of stress as they can easily make new friends and can be part of any discussions which is otherwise not possible in a world with multiple languages; this in turn makes it easy to adjust in new environment. Single language also reduces misunderstandings between people. Adding to that, exchange of knowledge in different sectors of research like electronics, medical, astronomy etc would become easier.";""
"151";"2";"On the other hand, few people are worried about the dying local languages. These languages are the basis for the origination and initial communication between different cultures. They represent local culture. As the usage of these languages decrease, culture also changes accordingly. Further, these languages are tightly coupled with history; all the olden day literature and scripts will be impossible to decipher if these languages are lost.";""
"152";"1";"We live in an era that technology is developing in the speed of light, steering the world toward a much more convenient place. A clear-cut example that supports this idea is the invention of smart phones. The strong navigation system installed on the phones has been rescued lives of many who left alone in remote areas like forests or deserts. Moreover, some people criticize social networks as tools that have ruined true relationships and friendships by reducing face-to-face communication. In my opinion though, social networks such as Facebook could foster the ties between friends and family members who are obligatorily far away from each other by keeping them in touch, the thing that was impossible less than 20 years ago. ";"Sufficiency"
"152";"2";"The phenomenal progress in medical science in the last decade was a huge achievement for human being to make the world a healthier and, thus, a happier place to live in. Today, even some disabled people with serious vertebral injuries can start doing physical activities like walking again thanks to the continuingly efforts of biomechanical engineers and neurologists. The advancement in drug delivery systems is another example that could save lives. To be specific, scientists could invent ways to lead drugs directly to the damaged organs of the body, which is a miraculous breakthrough. In general, the increase in the average age of human from 50 to around 75 years through last decades is a strong evidence to show how successful human was in medicine.";""
"153";"1";"The reason why I think teenage students need to understand the money management basics is, primarily when secondary school students attain the age of undergoing graduation, students ought to stay in hostels or with friends and away from family, during such situations when money management is taught at an early age students will have increased sense of responsibility and confidence. For example, while I was a kid my father used to maintain expense log for the month, I was asked to do the same for my keep track of my pocket money expenses, during my future course of life this became a practice and helped me in planning my expenses.";"Sufficiency"
"153";"2";"In addition, if financial management is taught at an early age, students will have better sense of understanding of their family financial background and status, students coming up with unrealistic whims and fancies are minimized. For example, buying a gaming console may not be a big deal for a student from an affluent financial background. However, for a student coming from middle class buying a gaming console may not be the need of the hour. Hence, having exposed to money management at a high school level will help them in prioritizing the financial commitments efficiently.";"Sufficiency"
"154";"1";"Living with a roommate saves me a lot of money. If you have roommates, you can split the rent and utilities among them. This means you can get more for less. For example, last year, I shared a room off-campus with my friend, and we decided to split the rent and heating bills into half: I was able to save about fifty dollars for heating, and two hundred dollars for rent monthly. I was able to save a lot of money by sharing wasted heating and rooms with my friend and splitting the bills.";"Sufficiency"
"154";"2";"Apart from saving a lot of money, living with a roommate also enables me to socialize more easily. It is always easier to socialize when you have a lot of people around you. You can invite your roommates' friends over to your room and have fun together. For instance, one night, my roommate, Millan, brought his friends along. Even though his friends and I were total strangers to each other, we quickly got to know each other. We soon found out that everyone loved playing video games. We played a video game called 'Halo' together all night, and became good friends. Living with a roommate made socializing much easier for me.";"Sufficiency"
"154";"3";"Finally, living with a roommate allows me to get help. It often is the case that your roommates have the skills or knowledge you need. When you run into a problem, you can ask your roommates if they can help. Some of them may have something to offer. To illustrate, when my computer mysteriously broke down, I dialed up the manufacturer and asked for help. They failed to give me any useful solutions. To my surprise, one of my roommates noticed my problems and offered to help. He was very good with computers, and he managed to fix the problem quickly.";"Sufficiency"
"155";"1";"First of all, restaurants are places where people come and pay some money to enjoy their meals. Smoking in restaurants will absolutely disturb other people in enjoying their meals. They will not be able to enjoy their meals while breathing in smoke around them. ";""
