ESSAY	ARGUMENT	TEXT	ANNOTATION
239	2	Secondly , people will get respect from politeness within each other . Politeness and tender words not only can help the speaker to earn a good reputation but also that encourage the listeners who were in need . A successful corporation must have a relationship with respect and pleasure . There are many more facts have improved that people with politeness are easily to be succeed , because from their behaviors , they made their partners or opponents to find their own individual dignity . 	
239	3	Finally , the society needs a civilized environment and orders . And a degree of social civilization depend on its people ' s qualities . In order to create a better living environment for ourselves and our offsprings , our behaviors must be asked with politeness and good manners . Benefit from those effective measures , there may be an obvious effect on the reducing of criminal rate . 	
240	1	To start with , hardship makes people realize how to cherish and compliment the common but wonderful little things happened in their life such as , a shining weather , a delicious breakfast and etc . People who have such nice spirit usually know how to find the true love in their life instead of being seduced by greed as to lose themselves in the end . As a result , experiences of difficulties teach them how to keep a nice mood and have confidence all the time . 	
240	2	What ' s more , people who experienced lots of difficulties will be calmer when they are in troubles . Because they already have such experiences of overcoming some difficulties , they are conscious of what to do and how to do when fierce crisis happens . Those people are more likely to achieve their ambitions in their career because they are aware of how to lead people to reach success despite what kind of difficulties are getting in their way . 	
241	1	Firstly , in the city there is much better education system . This means , that the schools and the universities have well equipped classes and the famous professors would like to work in such places . 	
241	2	In addition , I believe that city provides more work opportunities than the countryside . There are not only more jobs , but they are also well-paid . Of course living in a city is more expensive , but incomes are higher too . 	
241	3	Moreover , in the urban areas there are also more citizens what means , that the culture diversity is huge . Meeting and knowing new people ' s tradition is an unforgettable experience , which could influence on one ' s previous habits . 	
241	4	Furthermore , the city has well-organised lines of transport . The buses and trains are more frequent than in the countryside , so the city provides better communication . 	
241	5	However , in the countryside there are many places to rest , because of its location . Moreover , peaceful and close to the nature areas could help to avoid worries and sadness . 	
242	1	Admittedly , job can bring us happiness . People can receive a sense of values and respected from job . If people receive respect from others , they will feel achievement and self-confidence . In addition , job can provide money to us . 	
242	2	However , people should concern more about their living environment than job . First , for most of us , job is only a tool to maintain our lives . Few people can feel happiness from their job because they have to continue to work more than 30 years . For example , Workers in the FOXCONN factory , which is the main manufacture of APPLE Company , just repeat one action more than 8 hours every day . These labor works cannot provide workers with a lot of happiness because they feel tired and frustrated after long hour work . 	insufficient
242	3	Second , beautiful environment is one of basic physiological needs , which are the most fundamental requirements for people . Without beautiful environment , people are not able to feel happiness and will fell anxiety . Nowadays , the fast development of economy is gradually destroying our environment very quickly . Factories released a huge amount of wasters into river and soil . In order to build city and factory , people destroy huge forests . In China , some residents who live in nearby some toxic factories became sick because these factories release a lot of toxic water and wasters into environment around people . Even though local residents benefits from an increasing number of jobs which are provided by those factories , they cannot feel happiness from high-paying job yet because most of them suffer from cancer or other diseases . 	insufficient
243	1	Everyone agrees that e-mail has been a great way of communication . You can talk to others from thousands mile . For instance , if you are in Vietnam and another person is in the US - half of the Earth , no matter how far it is , you can keep contact . We will never have to worry if our mails will be sent to the right address . If the address is wrong , then you will know right away . Moreover , e-mail doesn ' t take too much time : just a click . 	insufficient
243	2	In addition , writing e-mail helps people express honestly . Some people think that the face-to-face conversations make them feel stupid . Sometimes , their ideas are not expressed as exactly as they expect . For instance , I want to talk to my friend about a ticklish problem like her behavior , it ' s hard for me to face her and explain what she should do . Therefore , e-mail will be a good tool to help me speak out . She will just read my e-mail instead of listening to my voice which can make her annoyed . I don ' t have to worry about any other thing can make my opinion become unpersuasive . 	insufficient
243	3	Last but not least , every communication needs fluency so people can understand each other exactly and remember it for a long time . Voice email or face-to-face conversations sometimes make reserve people feel not very confident . For example , when I face my parents , I can ' t speak out every idea and express consecutively . They may stop me , speak something against it and that makes me forget what I want to say . Anyone can meet this problem once in any conversation . E-mail helps me arrange my idea perfectly and make it persuasive . 	insufficient
244	1	"To begin with , television shows make people forget what is really important . One who has favorite programs tends to be obessed with them when they are on air . Thus , they cannot make appointment or go out with their family or friends at that time since they think the programs are so crucial to their lives . One of my friends , for example , once cancelled an appointment to play basketball with in order to watch the favorite television show "" Infinete Challenges "" . This is not only about basketball , but also about our friendship , which depends on how often we meet and have a chance to talk to each other . That is , watching television alone at home , my friend lost the opportunity to increase cohesion between us . "	insufficient
244	2	Moreover , even when people watch television together , there is no chance for them to have conversation in front of television . Watching television program together is not that different from watching same program alone . Thus , it is not good for them to watch television if they want to improve their sense of closeness . To illustrate my point , it is reported that most of people don ' t converse with their family when they are watching television together . It is natural they behave in that way because television shows don ' t require any participation . 	
245	1	Firstly , communicating by e-mail is easy . Many people have problems with calling a person that they are not acquainted with . In this case it is not so difficult to write an e-mail or to leave a voice mail because even shy people feel themselves more confident . 	
245	2	Secondly , you can write an e-mail at any time of the day . As for me , I work and study at the university and I don ' t have spare time during the day . I get home at about midnight and I still need to answer some questions and to solve some routine problems . I might not have time to call a person or to meet with him or her in an appropriate time so for me it is better to leave a voice mail . 	insufficient
245	3	Thirdly , when you write an e-mail you have enough time to think carefully about what you are writing and how it would be better to express yourself . For example , you can change the word order or you can choose more appropriate style to sound more polite . When you speak face-to-face you are not as able to control every word as you are when you write an e-mail . 	
245	4	And finally , there is no chance to disturb people by sending them an e-mail . You should not worry about interrupting an important conversation or some other business . 	
246	1	For one thing , making a quick decision means that it ' s not very thought out , and that it hasn ' t been checked from all its aspects . Consequently , making quick decisions leads to probable bad results . For example : if someone decided to quit his job without really thinking about the alternative , or a plan B , he could end up being unemployed , because of his speedy decision . 	insufficient
246	2	In addition , making a rushed decision could also mean that the person is missing out on a potential opportunity . In another word , if this person had waited and thought his decision through he wouldn ' t have missed out on the job opening in the same firm , but at a different position . Hence , he wouldn ' t have been unemployed . 	
246	3	Not to mention , that hasty decisions , not only goes to waste , but also , could affect the entire life of the person . To put it differently , is that after this person has quit his job and became unemployed , he can no longer pay his bills nor buy what he needs for his everyday needs , thus , his life had taken a turn to the worst . 	
247	1	Firstly , people are now able to overcome long distances in a short amount of time , which leads to numerous advantages . For example in relationships . Many people are now able to maintain relationships over great distances because they can visit each other regularly by using their vehicle . From my personal experience I recall that my car has always been a great help to see my childhood friends very often although I lived in another city . I was also able to establish a relationship with a man living 89 kilometers away . Thanks to my car we could see each other at the weekends and are still a happy couple today . Without my automobile we would probably not have been able to develop a relationship . 	insufficient
247	2	In addition , cars increase the chance of employment because people are able to drive to work and can work further away from home . Furthermore , they are more flexible . My father for example has always been working all around Germany and because of that earned more money . He used his car to drive to the other end of the country , worked there during the week and came home for the weekend . If he had no car , he wouldn ' t be able to see his family at the weekends so for him his automobile is a great benefit - not only in financial but also in social terms . 	insufficient
247	3	Finally , the automobile allows people to travel more often and thus get to know the world . If people do not own cars they are likely to stay in their hometown or village most of their life . They are mainly using public transport and are thus limited in accessing certain areas . There are still places in nearly every country in the world that cannot be reached by public transportation and can only be visited by car . As a result , people who own a vehicle have greater access to more places and will see more of the world . 	
248	1	First of all , as parents are involved in the same environment , they could thus support much more to their children , such as domain knowledge and industry-related information . For example , my father is a software programmer , and he indeed teaches me a lot in programming and some computer knowledge . Whenever I met a difficulty , I would reach him for consulting . Because he has many experiences , I could save enormous time in finding solution . This truly makes me more competitive than my colleagues . If I worked in the different field from my father , I would have faced much difficulty than I do now . 	insufficient
248	2	Nevertheless , since parents have worked in tens of years , they have accumulated a rich network in a certain industry . They have a deep insight in it and could provide much support to their children . For instance , they know which company has better welfare or provides better education . Moreover , their friends in the same industry can even help to write recommendation letters to some certain companies . It is undoubted that a good recommendation letter is extraordinary important in this competitive society . When others are still struggling in preparing their resume , one with a good recommendation letter has already passed the first stage in the interviewing process . 	
248	3	Some may argue that as time is different , the condition of job market is completely different . Therefore , choosing a job similar to one ' s parents ' is not always a correct decision . I agree with this opinion to some extent , but when it comes to the trend , no one can predict it correctly . The condition of job market changes enormously fast like a flash , so that there is no way to predict any job can be popular for 30 years or more . 	
249	1	First of all , children generally have weak self-control , and thus they lose their time easily . Watching TV for a long time without doing homework is one of major headaches that most of children have brought to their parents . I , in my childhood , was just a typical case . Whenever I back to home from school , the first thing I would do is turning on the television and sit there for hours . I could watch TV for hours , but I could hardly sit in front of my desk to do homework for few minutes . I could memorize all channels that TV programs was playing , but I could barely memorize any word on the textbook . I , therefore , did extremely bad at school due to the lack of studying . 	insufficient
249	2	Moreover , sometimes programs on TV are full of violence and sex which are harmful to children . Children are not mature enough to make a judgment of what is good or bad , therefore they are likely to imitate the behaviors on TV out of their curiosity . Recently , more and more children smoke because they imitate actors ' behaviors on TV or movies . What ' s even worse , according to some statistics , there are more and more children have violent tendency , and the reports attribute this to TV programs and movies . It is obvious that there are many programs on TV or movies that are harmful to children in metal and physical health . How can anyone expect children could do well at school if they have those abnormal behaviors ? 	
249	3	Admittedly , in concerning the social relationship with peers , some may support that children should watch TV and movies for their rich contents that could give children some topics in conversation . I agree with this viewpoint to some extent . However , it doesn ' t mean that children should do it overtime and without being taken care what they are watching . 	
250	1	First of all , a worker ' s salary can properly reflect his / her competence and value on his / her career . Therefore , those who are paid high salaries must exceed others and achieve something incredible in certain ways . They are not paid for no reason . As we are now live in a competent world , we must show ourselves to be great enough so as to convince the employer that we deserve a better payment . It ' s all the same in every profession . That ' s why the richest athletes usually correspond to the greatest athletes in their fields , namely Michael Jordan or Tiger Woods . 	insufficient
250	2	Second , such high salaries can also guarantee and support the athlete ' s great performances . Most of us only see the luxurious side of a rich athlete and ignore how may difficulties they ' ve gone through and how much cost they ' ve thrown into investing themselves . They shall reap within their high salaries . In other words , if they are not paid high enough in order to conform to their performances , there might not be such brilliant performances for us to be amazed . 	
250	3	Some people might argue that the gap between the rich athletes and normal people is so huge that it seems to be unfair . However , in my opinion , as long as everyone has equal chances to pursue his / her dreams and careers , that would be fair . Fairness is not about equal payments for everyone , but equal chances to acquire the same goal or accomplishment . 	
251	1	"First , the core of group working is "" consensus "" . It ' s the idea that everyone ‰Ûª s opinion accounts . In group works , group members gather together to have brain-storming discussion , think over every possible solutions and then finally reach an agreement . In this long process of discussion , there must be different opinions sparkling out . It doesn ' t work if one member solely insists on his / her idea and doesn ' t take other member ' s criticism because the work belongs to every member , not a personal show for specific one member . It ' s every member ' s duty to respect other ' s opinion . "	
251	2	"Second , taking criticism is a virtue as you take someone ' s opinion that is against you . Even if you are not working in a group , you still need to take others ' criticism . Criticism definitely hurts because it points out your drawbacks and forces you to confront them . However , criticism can help you detect those drawbacks and fix them if you are willing to take it . Those who don ' t even take a word of criticism will eventually lose chances to get improved . In other words , if you can ' t take any criticism , not only will you fail in cooperating with other people , but also get defeated in personal works . As one Chinese idiom goes : "" The good medicine tastes bitter "" . Criticism might be the most powerful solution to heal . "	
251	3	However , some people might ask : what if the criticism proves to be wrong ? What if that I was at first right but the seemingly reasonable criticism led me to the wrong direction ? Doesn ' t insistence also a good character ? In my point of view , even if you are right , criticism is still helpful because in this case it not only is a fixer , but it also serves as a practice to test you how much you know about your work . Taking criticism doesn ' t necessary mean that you have to take it all . You should have your own judgments too ! And it ' s kind of art to make the best use of criticism . 	
252	1	First , it ' s very suitable for children to develop senses of music and art when they are young . Children absorb things quickly and they bear exact the ability needed in music and art-imagination . Music and art are not like math or language which has more strict rules . They are more abstract , requiring creativity and imagination to be enriched . Children are privileged to have these abilities because they are given more freedom and their imagination has not yet been killed due to reality circumstances . Even if their performances are just some simple drawings and melodies , music and art still bring out children ' s joy of flying in imagination . 	
252	2	Second , music and art are life-long cultivation worthy of investing . They teach us how to appreciate beauty and express feelings in a creative way . They are essential to our spiritual life . Therefore , even if children are not going to be great musicians or artists , learning music and art is still worthy because it can nourish your temper and serve as a leisure . 	
252	3	However , some people might argue that parents shouldn ' t put so much stress on children , since learning too many skills seems to be a burden for them . In my opinion , it depends on how you value these learning activities to be like . If parents push their 5 years old child to play piano 8 hours a day just like a professional performer , that might be too much . In a child stage , music and art are more like an open door to introduce the art world than training area to acquire specific skills . In this way , it will not be such pressure on children . 	
253	1	First of all , by explaining how the subject contributes to daily life , students will have vivid impression on that subject thus become more interested and active in acquiring the knowledge on that subject . Take chemistry for example , merely memorizing the names of the substances and the structural formulas seems to be very boring , while representing where and how those chemical reactions really happen near students will raise their curiosity and lead them to digest those theories learned from the class . While I was in senior high school , my chemical teacher once showed us how the detergent dissolves oil by an experiment and later on taught us how to describe this process with formal structural formulas . This type of learning method is more fun and eventually the results are good . I connected the visual images of that experiment with the formula and I barely forget , even though now I ' m not studying chemistry anymore . 	insufficient
253	2	Second , by bridging the theories with daily life events , students are given the chance to apply knowledge to their lives and develop their own ability of problem-solving . This will address students ' interests because it ' s the assignment that needs real life participation . For example , in law class , students are informed their rights and duties and they are taught how they can apply law to different situations that might happen upon them . When any one of the situations occurs , they can think independently and figure out how to react . 	insufficient
254	1	First , environmental protection is far more urgent than economic developments . All the living creatures live together on our mother Earth and she is the only one . Without Earth , whatever great civil constructions and economic achievements will end up in vain because we will all perish as she ' s gone . Just like a man that needs a healthy body , all the living creatures as a whole needs a strong planet as well . 	
254	2	Second , the influence on environmental problems are boarder and more profound than economic issues . Environmental problems are global rather than local , which means that no countries can be spared from these problems . Take global warming for example , when the temperature increases , the whole globe is affected , suffering the hotter weather together . The melting ice mountain not only jeopardizes habitats of animals living in the polar region , but its effects of the rising sea level also endangers the residents living in the small island near the equator , since the rising sea water could drown them . Environmental issues can not be divided by nationality because all humans are simply entwined together by our only home-Earth . 	
254	3	Some people might argue that economic issues are global and critical as well thus can not be put aside . They may say that if the economic is in a very bad situation , people would revolt instantly , while environmental problems seem to be more like chronic diseases that would not burst out right away . However , the truth is that we ' ve been encountering so many sighs and warnings of global climate anomalies and other environmental crisis right now . It would be unwise to still deny the truth and keep focusing on economic developments and unfortunately , usually the economic developments are even the causes of environmental damages . 	
255	1	First of all , since the public transportation has improved , it is much convenience to take a subway or a bus . For example , I live in a city which always have a jam in the morning and doesn ' t have enough parking lots for the cars . So , with the stations increased people are willing to take a public transportation than drive on their own . 	insufficient
255	2	Second , a driving car can make a lot of different pollutions to the world . So , with the risen of the aware to the environment , people will think more about whether to drive on their own or not . For example , instead of driving each one ' s car , if we put forty people in a bus , it will solve the traffic jam by decrease the cars use and also reduce the air pollution for the city . 	
255	3	Although , I am agree with the idea that reducing of the car use will be achieve in twenty years . I think I still have to point out that there are some different points of view . People who hold different opinion may argue that a personal car uses is in need because a public transportation can ' t meet every place . Of course , it may be true when you want to go to some countryside or some other inconvenience places . However , no matter you are going to somewhere for a trip or you just simply live in some suburbs and so on , it always have some other ways that you can do , you can ride a bike , or even walk on your feet . It not only helps you to reduce the car use , but also good to your health . In this way , this won ' t be a problem at all . 	
256	1	First , in terms of learning , attending class is more effective than simply studying alone to pass the exams . Classes are designed diligently for the students and professors absolutely bear more knowledge than the students . Professors not only have the knowledge , but also equip with experiences , knowing how to guide their students toward their academic achievements . 	
256	2	Second , it ' s students ' basic responsibility to attend class . Attending class is the most persuasive way for the students to show respect to the professor as well as themselves . Many professors grade their students with class attendances . In other words , class attendances are regarded as critical as examination performances . Those who even achieve high scores on exams could fail if they didn ' t show up in the classes . 	
256	3	Some people might argue that if students already understand the contents on the class enough to pass the exams or they can study the course on their own . Why wasting time going to classes ? Doesn ' t self-study more efficient ? However , in my opinion , this is a rather immodest way of thinking . I believe that professors can always give students more than students themselves could because of the experiences and their qualifications as professors . Besides , even if students believe that they are so brilliant to surpass their professors , they can still go to the classes to discuss with professors and classmates . 	
257	1	To begin with , famous people are usually diligent people not lucky people . Hard work make you a professional man / woman which are powerful in his or her job . I mean , when you work hard you decrease portion of chance in your success . For example in football game it is said that penalty-kick need good chance to be goal . Statically the chance of being goal is fifty-fifty . But I think Ronaldo make a goal from a penalty-kick with more possibility than me . It is not for which Ronaldo is more fortune than me . Definitely it is for which he have more practice and exercise than me . He do a lot of exercise in football field every day , so it is not for which he is luckier than me . 	insufficient
257	2	Moreover , we cannot always lean on our luck to be successful . I don ' t want to disavow the role of luck in success , but as you know it hardly accompany us . So , for example you prepare for TOEFL or other multiple-choice test which has four option to choose in every question . You cannot prepare for it without any study and Rely on your luck , even if you be a very lucky . If you pick up any choice by chance you would fail the exam . Undoubtedly it is wise advice which you have hard study to success on exam . 	insufficient
257	3	Finally , you have to work hard to learn and to get a lot of information before doing a project in good way . The most fortunate people in the word cannot manufacture an automobile or build a high tower just by her or his chance . These plans is done by someone who is mastered in his / her work . Undoubtedly such people do work hard and have great experiences because of their hard works . 	
258	1	A good and experienced teacher can help me learn faster and easier . Sometimes when learning a course by myself which is hard and confusing to understand and has few sources available , I get discouraged after spending a lot of time . In this situation , I ' ll look for a teacher and request for help from him or her . And then he or she will teach me the course efficiently in a short time and therefore I will learn faster and better and won ' t get discouraged and confused . 	
258	2	There are some practical subjects that you can only learn them with a teacher or an instructor . For example , if you want to learn driving a car or some jobs like medicine and engineering and some sports like skiing and swimming , you ' ll have to find a teacher . It ' s almost impossible and inefficient to learn those things on your own . By the way , if you are going to learn some things by yourself , you may learn and understand them incorrectly ! For example , from my own experiences , after I had started learning playing the guitar without a teacher , I got used to wrong habits regarding strumming and tempo , but after finding and learning with a tutor and identifying and eliminating those incorrect habits , I was able to play properly . 	insufficient
258	3	There are some things that I prefer to learn them without a teacher because I won ' t have to spend extra money for a teacher and my time will not be wasted either because of going to classes . In today ' s world there are many great and useful sources available like books , electronic books , the internet and TV and satellite . I can utilize them as tutorials for many things . For instance , I can learn English or other languages by a lot of helpful books and many online websites . 	insufficient
259	1	First of all , while working in the office , people can interact with their colleges instantly . They can either get help from colleges or discuss about the work together . Think about the big project that a group is working on , if any group member has new idea about the project , he / she can assemble his / her colleges right away and discuss . It ' s more efficient and straight-forward than talking in the phone . For another example , if one ‰Ûª s computer or Internet has any breakdown , he / she can call the MIS staff to fix . 	insufficient
259	2	Second , working at home has many disadvantages that will no doubt lower the efficiency of works . For example , people are easily distracted while working at home . It ' s hard to concentrate on work if people can grab the TV remote or some junk foods right away . In addition , while people are working at home , there will be no one supervising them , thus raises the chance of loafing . Moreover , people who work at home are more likely to miss the important events happening in the office , like some announcements from the boss . 	
260	1	First , being positively different from everyone else usually means that you ' ve achieved something that is superior than others . As living in a competent world , we are like playing a survival game . Only who has the sharpest weapon can survive . If you don ' t make yourself outstanding enough or you fail to distinguish yourself from others , you will be easily replaced and eliminated by someone who is better than you . Take myself for example , when I was in college , I was always chosen to be the presenter of group report because I was the only one in my group who could present the report thoroughly and fluently . 	insufficient
260	2	Second , being unique can create your own value which can never be taken by others . In other words , once you are special and unique , pursuing success is a matter of actively creating the fashion rather than passively waiting for other people to recognize and appreciate you . Take the most popular and prestigious technology company - Apple - for example . The reason why it gains such a tremendous success is because it achieves some brilliant qualities that can never be caught up by other competitors . It has its operating systems that can run smoother than any other companies and its design always wins the popularity among consumers . It is the uniqueness of Apple design that creates its own value . 	insufficient
261	1	First of all , art and music would broaden student ' s horizon and therefore make them thoughtful . It is well known that the art and music are not bound by country border , and they are something that is shared by the people from every parts of this world and is symbols of various cultures . Under this circumstance , learning art and music enables students to appreciate the fruits of eminent artists and musicians and to feel the fascination of different cultures . For instance , students are able to feel the greatest music masterpiece in Euopren as the symphony of destiny-Beethoven ' s most notable workpiece is played . 	insufficient
261	2	In addition , studying art and music is also the appropriate outlets of stress and superb ways to relax . Obviously , with the improvement of life rhythm , people have currently suffered too much pressure from their studies or jobs , and these pressure are likely to destroy one person if he cannot find a way to emancipate himself . Art and music are , of course most accessible tools for modern people to liberate themselves from the extremely stressful life . When enjoying one piece of brilliant paintings , such as the Mona Lisa , people would put all their pressure down on the ground and just think about what the most proficient and mysterious smile in this world stands for . At this moment , they would totally involve in the ocean of art and their stressful nervous would be relieved . Apparently , this sense towards art is built on the initial study on the art . 	insufficient
261	3	Admittedly , the study of art and music is supposed to rely on younger student ' s own interest . The education of art and music would not work if students resist it . Thus , the school should replace some basic science class with some art and music class in order to cultivate student ' s interest of art without adding extra study pressure . 	
262	1	First , under globalization and industrial integration , the work-related challenges for this generation are getting more complicated and challenging . The successful people are those who can quickly respond to this rapid-changing world . In the past , focusing on one skill was enough to deal with the problems because every industry was rather small in size and simple to manage . However , as those industries expand and become internationalized , people are required to equip with multiple skills to answer those challenges . For example , now there are more chances to do business with people around the world , so besides one ' s own profession , language ability is essential as well . For another example , financial crimes are rampant in the 21st century , thus surging up demands for those who excel at both laws and financial management . 	insufficient
262	2	Second , this generation is encountering the self-recognition issue which could not be experienced by the previous generation . The past generation was given less freedom and was usually asked to follow the paths their parents had prepared for them . In contrast , young people in this generation are exposed to more creative ideas and rather think individually . They are eager for finding who they are and what they really want . It is fortunate that they can struggle with these sweet worries and these worries are indeed never easy for them . They have to make decisions between so many possibilities and they are responsible for taking the consequences . 	
263	1	First of all , when one knows different region ' s works , it will help one to get a friend much easier . For example , I worked in a large company , which has many different departments . I was in the Management Information System department . What we do every day is to solve the problem that our clients asked in the phone . While some of the problems are the Engineering department ' s part , I went there and discussed with the colleagues there , since I have studied some of the engineering courses . It is much easier for us to contact than any other person in my department , which made me popular there , and much easier to get the help that I need . 	insufficient
263	2	Second , when you want to translate your major , it is important to know some of the things about different fields . Take my cousin Jeff and his friend as an example . They majored in financing when they were in college . But , they decided to enroll in the art system after graduated . Thanks to Jeff ' s hard working during his leisure time , he learned a lot about the history of art . Things ended up that he joined in a great team , while his friend who only knew financing issues can do nothing but worked in a bank . 	insufficient
263	3	Although I agree with the idea that knowing different fields is important . I think I still have to point out that there are some different points of view . People who hold different opinion may argue that if one can ‰Ûª t success one ‰Ûª s own major , what else things he can do in different filed . Of course , it may be true when talking about this topic . However , what if one finally find out him or her has the talent in other filed . In this way , it won ‰Ûª t be a problem at all . 	
264	1	There are always interesting and useful experiences that successful people can learn them only by trying new things . For example , if you want to know how to act effectively when communicating with people , you can try something new like salesmanship in various stores and places . By selling goods or other commodities you will face different people with different behaviors and personalities and as a result you will learn how to behave people in different situations and jobs in the future . These experiences can only be obtained by trying new things and can ‰Ûª t be always found in books . 	insufficient
264	2	I do believe that great success requires taking great risks . If you want to gain very high profits in investments , you should use great and very high amounts of money in very risky financial decisions and dealings in which you may lose much amount of money . If you want to achieve a remarkable success in an important exam , you should risk studying all the time and sacrificing your free time and your favorite hobbies . The more you take risks , the greater your successes will be . If you don ‰Ûª t take any risks , you will have an ordinary life with average successes . That ‰Ûª s why it is important to take risks . 	
265	1	We need to know and learn about the theoritical basis of our future job . This can be done in school . In school , we are able to identify skills required for our future job and work on mastering and learning them . If we study them hard , we will have the chance of doing our job better and quicker in the future . For example , if someone wants to become a good industrial engineer , he should study his technical courses very well so that he will be able to utilize them well in his future job . As you can see , studying hard in school is an important factor to succeed in a job . 	insufficient
265	2	One of the other factors for success in a future job is effective commuincation . By relating well to people , we are likely to have a lot of friends and therefore we will have a wide network of communication . Commuincation can bring many benefits . For example , if you need help with getting a job , by commuincating with people offering jobs whom you treat well and therefore they respect you as well , you can achieve your goal . Or , if you are a salesman in a store or any other place , by relating well to your customers , you will increase the chance of their coming back again and becoming your regular customers . So , relating well to people is also another important factor . 	insufficient
266	1	First of all , advertising is not entirely decisive on personal eating habit . The key to forming a healthy eating pattern lies in people ' s concept of wholesome diets and self-control . It is sure that advertising always makes the products so tempting , regardless of whether they might bring negative effects on the human body . However , advertising is not the only information source for people . People can still acquire different viewpoints about foods from other sources , like news or magazines . As long as people are clear about how to maintain a healthy body and they persistently keep track of their eating habits , they can successfully prevent themselves from those temptations . It will be not persuasive if people just blame the advertising sector of a fast-food company for making them so fat and not reassess their own behaviors . 	
266	2	Second , in the era when people are becoming conscious of a healthier lifestyle , some companies are actually aiming at this rising trend and start to promote healthy foods . In other words , advertising may even bring healthier eating habits to the people . Think about the recently popular organic foods that are claimed to grow in an environment without pesticide and those crude foods in which less salt or less sugar are added . These are the main traits that advertising is hitting on and the overall results are good . In these cases , the advertising industry bolsters people ' s awareness of having a healthy lifestyle . 	
267	1	First of all , some people spend a lot of time watching television . Instead of spend time with family and friends , they like to seat on a chair for hours . I know someone who wakes up in the morning and before even eat he turns the television on , he even records the programs he cannot watch during work hours . Sometimes his wife wants to talk before they go to work , but he only let her talk during commercials . So , she is used to his habit that she prefers to write him an email . Time with the family is gold , some people have to realize that and take quality of time to talk to them . 	insufficient
267	2	Another way television has destroyed communication is when some people cannot even seat at the table and have dinner with the family . This is the time , when if they have children , they can share everything about school , a project and even concerns . Also , when there is a dinner with friends , some people do not have a fluid conversation because the television is again in between them . When family or friends gather together to have a good time eating and talking , this is not the reality in some cases . 	
267	3	Finally , some people make the television a priority . I remember a friend told me one day that because she was watching a telenovela I could not go to her house a certain time during the night . Honestly , I was in shock ! How she could say that to me ? . 	insufficient
268	1	First , in my view spending too much money for equipping the gyms or constructing football / basketball courts are really not necessary to encourage students to do sports . For example , my roommate , Mary , always wakes up 6 in the morning and spends 1 hour doing sport in the park which is near our dormitory . When she gets to the dorm , she is really full of energy and after taking a shower , she is ready to start a good day . As you see , she is doing exercise without spending a cent . What the university should do is informing the students the benefits of doing sport by hanging some posters in the campus , inviting some athletes to lecture for students and encourage them to spend some time for their body and health . 	insufficient
268	2	In addition , students choose their major based on their interests . The university should provide the best equipment needed for physical education students . Because their major in completely involved in physical activities . In contrast , for an engineer or a medicine student I do not find it fair enough to equip gyms instead of their laboratories , because it really make the students enthusiastic to use innovative technology to learn and maybe find new things in their field . 	
268	3	Finally , spending money on social activities looks like wasting money . For students who want to gather with their friends or want to go out to meet new people , university programs are the last place they would choose . For example when I and my friends want to spend time with each other , we prefer to go out of university to the places where we do not want to be disturbed by any familiar people . 	insufficient
269	1	First of all , friends is a treasure with respect to either our daylife or our career . Relating well to people can bring plenty of merits to future job . Having a good ability of relate to people means you have a number of friends in a variety of fields , imagine when you are in trouble , you have a lot of people who have good relationship with you , so you can ask for your friends to help you solve this problem as soon as possible , even an esy phone call , instend of a series of complex solutions . 	
